solarSystemID	planetID	planetName	planetTypeID	typeName	typeIconID
30001074	40068520	Z-DDVJ VII	2014	Oceanic	10142
30001074	40068523	Z-DDVJ VIII	12	Ice	10137
30001075	40068553	7-2Z93 I	2016	Barren	10135
30001075	40068554	7-2Z93 II	2014	Oceanic	10142
30001075	40068556	7-2Z93 III	2017	Storm	10134
30001075	40068559	7-2Z93 IV	2016	Barren	10135
30001075	40068562	7-2Z93 V	13	Gas	10139
30001075	40068579	7-2Z93 VI	13	Gas	10139
30001075	40068595	7-2Z93 VII	11	Temperate	10136
30001076	40068599	B-VFDD I	2015	Lava	10133
30001076	40068600	B-VFDD II	2016	Barren	10135
30001076	40068602	B-VFDD III	13	Gas	10139
30001076	40068625	B-VFDD IV	13	Gas	10139
30001076	40068645	B-VFDD V	13	Gas	10139
30001076	40068660	B-VFDD VI	13	Gas	10139
30001076	40068689	B-VFDD VII	2017	Storm	10134
30001076	40068695	B-VFDD VIII	12	Ice	10137
30001077	40068736	A0M-R8 I	2017	Storm	10134
30001077	40068738	A0M-R8 II	2014	Oceanic	10142
30001077	40068741	A0M-R8 III	2017	Storm	10134
30001077	40068745	A0M-R8 IV	13	Gas	10139
30001077	40068756	A0M-R8 V	13	Gas	10139
30001078	40068781	LY-WRW I	2016	Barren	10135
30001078	40068783	LY-WRW II	2015	Lava	10133
30001078	40068785	LY-WRW III	2017	Storm	10134
30001078	40068788	LY-WRW IV	2017	Storm	10134
30001078	40068793	LY-WRW V	13	Gas	10139
30001078	40068799	LY-WRW VI	2017	Storm	10134
30001078	40068806	LY-WRW VII	13	Gas	10139
30001078	40068819	LY-WRW VIII	13	Gas	10139
30001078	40068839	LY-WRW IX	13	Gas	10139
30001078	40068869	LY-WRW X	12	Ice	10137
30001079	40068875	9F-ERQ I	2016	Barren	10135
30001079	40068877	9F-ERQ II	2016	Barren	10135
30001079	40068878	9F-ERQ III	11	Temperate	10136
30001079	40068880	9F-ERQ IV	13	Gas	10139
30001079	40068897	9F-ERQ V	13	Gas	10139
30001079	40068925	9F-ERQ VI	2017	Storm	10134
30001080	40068931	QCGG-Q I	2015	Lava	10133
30001080	40068933	QCGG-Q II	11	Temperate	10136
30001080	40068935	QCGG-Q III	2016	Barren	10135
30001080	40068938	QCGG-Q IV	11	Temperate	10136
30001080	40068941	QCGG-Q V	13	Gas	10139
30001080	40068957	QCGG-Q VI	13	Gas	10139
30001080	40068985	QCGG-Q VII	12	Ice	10137
30001081	40069019	1NZV-7 I	2016	Barren	10135
30001081	40069020	1NZV-7 II	2015	Lava	10133
30001081	40069021	1NZV-7 III	2016	Barren	10135
30001081	40069022	1NZV-7 IV	2016	Barren	10135
30001081	40069024	1NZV-7 V	2016	Barren	10135
30001081	40069026	1NZV-7 VI	11	Temperate	10136
30001081	40069028	1NZV-7 VII	13	Gas	10139
30001081	40069055	1NZV-7 VIII	2017	Storm	10134
30001081	40069059	1NZV-7 IX	13	Gas	10139
30001081	40069064	1NZV-7 X	2016	Barren	10135
30001082	40069068	NIM-FY I	2015	Lava	10133
30001082	40069069	NIM-FY II	2015	Lava	10133
30001082	40069071	NIM-FY III	2017	Storm	10134
30001082	40069073	NIM-FY IV	2016	Barren	10135
30001082	40069075	NIM-FY V	2016	Barren	10135
30001082	40069078	NIM-FY VI	11	Temperate	10136
30001082	40069081	NIM-FY VII	2017	Storm	10134
30001082	40069084	NIM-FY VIII	2017	Storm	10134
30001082	40069087	NIM-FY IX	13	Gas	10139
30001082	40069112	NIM-FY X	13	Gas	10139
30001082	40069120	NIM-FY XI	2016	Barren	10135
30001083	40069126	DAI-SH I	2016	Barren	10135
30001083	40069127	DAI-SH II	2017	Storm	10134
30001083	40069129	DAI-SH III	2063	Plasma	10138
30001083	40069131	DAI-SH IV	13	Gas	10139
30001083	40069141	DAI-SH V	13	Gas	10139
30001083	40069146	DAI-SH VI	13	Gas	10139
30001083	40069167	DAI-SH VII	13	Gas	10139
30001083	40069175	DAI-SH VIII	13	Gas	10139
30001083	40069208	DAI-SH IX	12	Ice	10137
30001084	40069216	V3P-AZ I	2015	Lava	10133
30001084	40069217	V3P-AZ II	2016	Barren	10135
30001084	40069219	V3P-AZ III	11	Temperate	10136
30001084	40069222	V3P-AZ IV	11	Temperate	10136
30001084	40069225	V3P-AZ V	13	Gas	10139
30001084	40069233	V3P-AZ VI	13	Gas	10139
30001084	40069256	V3P-AZ VII	2014	Oceanic	10142
30001085	40069258	C-KW6X I	2016	Barren	10135
30001085	40069259	C-KW6X II	2015	Lava	10133
30001085	40069261	C-KW6X III	2016	Barren	10135
30001085	40069264	C-KW6X IV	11	Temperate	10136
30001085	40069267	C-KW6X V	2017	Storm	10134
30001085	40069270	C-KW6X VI	11	Temperate	10136
30001085	40069273	C-KW6X VII	2016	Barren	10135
30001085	40069277	C-KW6X VIII	2017	Storm	10134
30001085	40069280	C-KW6X IX	13	Gas	10139
30001085	40069291	C-KW6X X	13	Gas	10139
30001085	40069326	C-KW6X XI	2016	Barren	10135
30001086	40069328	X1W-AL I	2063	Plasma	10138
30001086	40069329	X1W-AL II	2063	Plasma	10138
30001086	40069330	X1W-AL III	2016	Barren	10135
30001086	40069332	X1W-AL IV	2016	Barren	10135
30001086	40069334	X1W-AL V	2015	Lava	10133
30001086	40069336	X1W-AL VI	2016	Barren	10135
30001086	40069339	X1W-AL VII	2016	Barren	10135
30001086	40069342	X1W-AL VIII	11	Temperate	10136
30001086	40069346	X1W-AL IX	2017	Storm	10134
30001086	40069352	X1W-AL X	2015	Lava	10133
30001086	40069353	X1W-AL XI	13	Gas	10139
30001086	40069380	X1W-AL XII	13	Gas	10139
30001086	40069385	X1W-AL XIII	12	Ice	10137
30001087	40069391	F-WZYG I	2016	Barren	10135
30001087	40069393	F-WZYG II	2015	Lava	10133
30001087	40069395	F-WZYG III	2014	Oceanic	10142
30001087	40069397	F-WZYG IV	2016	Barren	10135
30001087	40069400	F-WZYG V	13	Gas	10139
30001087	40069419	F-WZYG VI	2017	Storm	10134
30001087	40069427	F-WZYG VII	13	Gas	10139
30001087	40069453	F-WZYG VIII	13	Gas	10139
30001087	40069483	F-WZYG IX	2016	Barren	10135
30001087	40069489	F-WZYG X	2016	Barren	10135
30001088	40069492	S-R9J2 I	2016	Barren	10135
30001088	40069494	S-R9J2 II	2015	Lava	10133
30001088	40069496	S-R9J2 III	2016	Barren	10135
30001088	40069498	S-R9J2 IV	11	Temperate	10136
30001088	40069500	S-R9J2 V	13	Gas	10139
30001088	40069518	S-R9J2 VI	13	Gas	10139
30001088	40069537	S-R9J2 VII	13	Gas	10139
30001088	40069561	S-R9J2 VIII	12	Ice	10137
30001088	40069569	S-R9J2 IX	2014	Oceanic	10142
30001089	40069575	XU-BF8 I	2016	Barren	10135
30001089	40069576	XU-BF8 II	2016	Barren	10135
30001089	40069578	XU-BF8 III	2016	Barren	10135
30001089	40069581	XU-BF8 IV	2016	Barren	10135
30001089	40069584	XU-BF8 V	11	Temperate	10136
30001089	40069587	XU-BF8 VI	13	Gas	10139
30001089	40069591	XU-BF8 VII	11	Temperate	10136
30001089	40069594	XU-BF8 VIII	2016	Barren	10135
30001089	40069597	XU-BF8 IX	2015	Lava	10133
30001089	40069600	XU-BF8 X	11	Temperate	10136
30001089	40069603	XU-BF8 XI	2016	Barren	10135
30001090	40069607	RIU-GC I	2016	Barren	10135
30001090	40069608	RIU-GC II	2016	Barren	10135
30001090	40069610	RIU-GC III	2017	Storm	10134
30001090	40069613	RIU-GC IV	2016	Barren	10135
30001090	40069617	RIU-GC V	13	Gas	10139
30001090	40069634	RIU-GC VI	2017	Storm	10134
30001090	40069637	RIU-GC VII	2016	Barren	10135
30001091	40069640	Z0H2-4 I	2016	Barren	10135
30001091	40069641	Z0H2-4 II	2063	Plasma	10138
30001091	40069642	Z0H2-4 III	2016	Barren	10135
30001091	40069643	Z0H2-4 IV	2014	Oceanic	10142
30001091	40069646	Z0H2-4 V	2015	Lava	10133
30001091	40069649	Z0H2-4 VI	11	Temperate	10136
30001091	40069652	Z0H2-4 VII	13	Gas	10139
30001091	40069657	Z0H2-4 VIII	11	Temperate	10136
30001091	40069660	Z0H2-4 IX	11	Temperate	10136
30001091	40069663	Z0H2-4 X	13	Gas	10139
30001091	40069669	Z0H2-4 XI	11	Temperate	10136
30001091	40069673	Z0H2-4 XII	11	Temperate	10136
30001092	40069677	63-7Q6 I	2016	Barren	10135
30001092	40069678	63-7Q6 II	2015	Lava	10133
30001092	40069679	63-7Q6 III	2016	Barren	10135
30001092	40069681	63-7Q6 IV	2017	Storm	10134
30001092	40069683	63-7Q6 V	2014	Oceanic	10142
30001092	40069687	63-7Q6 VI	2017	Storm	10134
30001092	40069689	63-7Q6 VII	2016	Barren	10135
30001092	40069690	63-7Q6 VIII	13	Gas	10139
30001092	40069699	63-7Q6 IX	13	Gas	10139
30001092	40069726	63-7Q6 X	13	Gas	10139
30001093	40069741	XCZ5-Y I	2015	Lava	10133
30001093	40069744	XCZ5-Y II	2016	Barren	10135
30001093	40069746	XCZ5-Y III	2016	Barren	10135
30001093	40069748	XCZ5-Y IV	2016	Barren	10135
30001093	40069751	XCZ5-Y V	11	Temperate	10136
30001093	40069753	XCZ5-Y VI	2017	Storm	10134
30001093	40069755	XCZ5-Y VII	2017	Storm	10134
30001093	40069758	XCZ5-Y VIII	13	Gas	10139
30001093	40069771	XCZ5-Y IX	13	Gas	10139
30001093	40069789	XCZ5-Y X	13	Gas	10139
30001093	40069801	XCZ5-Y XI	12	Ice	10137
30001094	40069805	NRD-5Q I	2015	Lava	10133
30001094	40069806	NRD-5Q II	2014	Oceanic	10142
30001094	40069808	NRD-5Q III	2017	Storm	10134
30001094	40069812	NRD-5Q IV	13	Gas	10139
30001094	40069818	NRD-5Q V	2017	Storm	10134
30001094	40069821	NRD-5Q VI	2014	Oceanic	10142
30001094	40069826	NRD-5Q VII	2017	Storm	10134
30001094	40069831	NRD-5Q VIII	2017	Storm	10134
30001095	40069836	W5-205 I	2015	Lava	10133
30001095	40069838	W5-205 II	2015	Lava	10133
30001095	40069839	W5-205 III	2015	Lava	10133
30001095	40069841	W5-205 IV	13	Gas	10139
30001095	40069846	W5-205 V	11	Temperate	10136
30001095	40069850	W5-205 VI	13	Gas	10139
30001095	40069861	W5-205 VII	13	Gas	10139
30001096	40069889	T-4H0B I	2016	Barren	10135
30001096	40069891	T-4H0B II	2014	Oceanic	10142
30001096	40069893	T-4H0B III	2017	Storm	10134
30001096	40069896	T-4H0B IV	11	Temperate	10136
30001096	40069900	T-4H0B V	13	Gas	10139
30001096	40069934	T-4H0B VI	13	Gas	10139
30001097	40069949	Z-EKCY I	2014	Oceanic	10142
30001097	40069951	Z-EKCY II	2016	Barren	10135
30001097	40069954	Z-EKCY III	2014	Oceanic	10142
30001097	40069957	Z-EKCY IV	11	Temperate	10136
30001097	40069959	Z-EKCY V	11	Temperate	10136
30001097	40069963	Z-EKCY VI	11	Temperate	10136
30001098	40069968	SH-YZY I	2016	Barren	10135
30001098	40069969	SH-YZY II	2016	Barren	10135
30001098	40069970	SH-YZY III	2015	Lava	10133
30001098	40069973	SH-YZY IV	2015	Lava	10133
30001098	40069976	SH-YZY V	2015	Lava	10133
30001098	40069978	SH-YZY VI	13	Gas	10139
30001098	40069983	SH-YZY VII	2014	Oceanic	10142
30001098	40069988	SH-YZY VIII	11	Temperate	10136
30001098	40069991	SH-YZY IX	2016	Barren	10135
30001099	40069994	O7-RFZ I	2016	Barren	10135
30001099	40069997	O7-RFZ II	2016	Barren	10135
30001099	40069999	O7-RFZ III	2016	Barren	10135
30001099	40070000	O7-RFZ IV	11	Temperate	10136
30001099	40070002	O7-RFZ V	2016	Barren	10135
30001099	40070005	O7-RFZ VI	2016	Barren	10135
30001099	40070009	O7-RFZ VII	13	Gas	10139
30001099	40070016	O7-RFZ VIII	2016	Barren	10135
30001099	40070022	O7-RFZ IX	13	Gas	10139
30001099	40070028	O7-RFZ X	2017	Storm	10134
30001099	40070032	O7-RFZ XI	2017	Storm	10134
30001100	40070036	CLW-SI I	2015	Lava	10133
30001100	40070037	CLW-SI II	2016	Barren	10135
30001100	40070040	CLW-SI III	11	Temperate	10136
30001100	40070042	CLW-SI IV	2017	Storm	10134
30001100	40070045	CLW-SI V	13	Gas	10139
30001101	40070067	5-A0PX I	2016	Barren	10135
30001101	40070069	5-A0PX II	13	Gas	10139
30001101	40070081	5-A0PX III	13	Gas	10139
30001101	40070095	5-A0PX IV	13	Gas	10139
30001101	40070117	5-A0PX V	12	Ice	10137
30001102	40070139	R-RMDH I	2016	Barren	10135
30001102	40070141	R-RMDH II	2016	Barren	10135
30001102	40070143	R-RMDH III	2015	Lava	10133
30001102	40070145	R-RMDH IV	11	Temperate	10136
30001102	40070149	R-RMDH V	2063	Plasma	10138
30001102	40070151	R-RMDH VI	13	Gas	10139
30001102	40070172	R-RMDH VII	13	Gas	10139
30001103	40070211	2XI8-Y I	2016	Barren	10135
30001103	40070212	2XI8-Y II	2015	Lava	10133
30001103	40070214	2XI8-Y III	2016	Barren	10135
30001103	40070215	2XI8-Y IV	2016	Barren	10135
30001103	40070217	2XI8-Y V	2016	Barren	10135
30001103	40070218	2XI8-Y VI	11	Temperate	10136
30001103	40070221	2XI8-Y VII	13	Gas	10139
30001103	40070240	2XI8-Y VIII	13	Gas	10139
30001103	40070254	2XI8-Y IX	2016	Barren	10135
30001104	40070259	5B-YDD I	2016	Barren	10135
30001104	40070260	5B-YDD II	2016	Barren	10135
30001104	40070262	5B-YDD III	2014	Oceanic	10142
30001104	40070263	5B-YDD IV	2016	Barren	10135
30001104	40070265	5B-YDD V	2016	Barren	10135
30001104	40070269	5B-YDD VI	2015	Lava	10133
30001104	40070271	5B-YDD VII	11	Temperate	10136
30001104	40070274	5B-YDD VIII	11	Temperate	10136
30001104	40070276	5B-YDD IX	13	Gas	10139
30001104	40070298	5B-YDD X	2014	Oceanic	10142
30001104	40070303	5B-YDD XI	11	Temperate	10136
30001105	40070307	W-XY4J I	2015	Lava	10133
30001105	40070309	W-XY4J II	2016	Barren	10135
30001105	40070312	W-XY4J III	2016	Barren	10135
30001105	40070314	W-XY4J IV	11	Temperate	10136
30001105	40070316	W-XY4J V	13	Gas	10139
30001105	40070326	W-XY4J VI	13	Gas	10139
30001105	40070342	W-XY4J VII	13	Gas	10139
30001105	40070363	W-XY4J VIII	13	Gas	10139
30001105	40070368	W-XY4J IX	13	Gas	10139
30001105	40070407	W-XY4J X	12	Ice	10137
30001106	40070412	PWPY-4 I	2017	Storm	10134
30001106	40070414	PWPY-4 II	2014	Oceanic	10142
30001106	40070417	PWPY-4 III	13	Gas	10139
30001106	40070423	PWPY-4 IV	2016	Barren	10135
30001106	40070427	PWPY-4 V	13	Gas	10139
30001106	40070444	PWPY-4 VI	12	Ice	10137
30001107	40070449	QZ1-OH I	2016	Barren	10135
30001107	40070450	QZ1-OH II	2016	Barren	10135
30001107	40070451	QZ1-OH III	2017	Storm	10134
30001107	40070453	QZ1-OH IV	2016	Barren	10135
30001107	40070454	QZ1-OH V	2016	Barren	10135
30001107	40070455	QZ1-OH VI	13	Gas	10139
30001107	40070465	QZ1-OH VII	13	Gas	10139
30001107	40070485	QZ1-OH VIII	13	Gas	10139
30001107	40070504	QZ1-OH IX	11	Temperate	10136
30001107	40070507	QZ1-OH X	13	Gas	10139
30001107	40070514	QZ1-OH XI	13	Gas	10139
30001107	40070541	QZ1-OH XII	12	Ice	10137
30001108	40070549	Y-XZA7 I	2016	Barren	10135
30001108	40070551	Y-XZA7 II	2016	Barren	10135
30001108	40070552	Y-XZA7 III	2016	Barren	10135
30001108	40070554	Y-XZA7 IV	2016	Barren	10135
30001108	40070558	Y-XZA7 V	2015	Lava	10133
30001108	40070561	Y-XZA7 VI	2015	Lava	10133
30001108	40070562	Y-XZA7 VII	11	Temperate	10136
30001108	40070565	Y-XZA7 VIII	2017	Storm	10134
30001108	40070568	Y-XZA7 IX	11	Temperate	10136
30001108	40070571	Y-XZA7 X	13	Gas	10139
30001109	40070578	1-EVAX I	2016	Barren	10135
30001109	40070580	1-EVAX II	11	Temperate	10136
30001109	40070584	1-EVAX III	2015	Lava	10133
30001109	40070587	1-EVAX IV	13	Gas	10139
30001109	40070605	1-EVAX V	13	Gas	10139
30001109	40070621	1-EVAX VI	13	Gas	10139
30001109	40070649	1-EVAX VII	2015	Lava	10133
30001109	40070650	1-EVAX VIII	12	Ice	10137
30001110	40070678	I8-AJY I	2017	Storm	10134
30001110	40070680	I8-AJY II	2016	Barren	10135
30001110	40070681	I8-AJY III	2017	Storm	10134
30001110	40070683	I8-AJY IV	13	Gas	10139
30001110	40070689	I8-AJY V	13	Gas	10139
30001110	40070710	I8-AJY VI	13	Gas	10139
30001110	40070729	I8-AJY VII	13	Gas	10139
30001110	40070760	I8-AJY VIII	2014	Oceanic	10142
30001110	40070766	I8-AJY IX	2016	Barren	10135
30001111	40070771	6-WMKE I	2016	Barren	10135
30001111	40070773	6-WMKE II	11	Temperate	10136
30001111	40070775	6-WMKE III	11	Temperate	10136
30001111	40070779	6-WMKE IV	2016	Barren	10135
30001111	40070783	6-WMKE V	11	Temperate	10136
30001111	40070787	6-WMKE VI	11	Temperate	10136
30001111	40070790	6-WMKE VII	11	Temperate	10136
30001111	40070793	6-WMKE VIII	11	Temperate	10136
30001112	40070798	J-Z8C2 I	2063	Plasma	10138
30001112	40070800	J-Z8C2 II	2015	Lava	10133
30001112	40070801	J-Z8C2 III	2016	Barren	10135
30001112	40070802	J-Z8C2 IV	11	Temperate	10136
30001112	40070807	J-Z8C2 V	11	Temperate	10136
30001112	40070809	J-Z8C2 VI	11	Temperate	10136
30001112	40070811	J-Z8C2 VII	11	Temperate	10136
30001112	40070814	J-Z8C2 VIII	11	Temperate	10136
30001113	40070818	XTVZ-E I	2015	Lava	10133
30001113	40070819	XTVZ-E II	2016	Barren	10135
30001113	40070821	XTVZ-E III	2016	Barren	10135
30001113	40070822	XTVZ-E IV	2016	Barren	10135
30001113	40070825	XTVZ-E V	11	Temperate	10136
30001113	40070828	XTVZ-E VI	13	Gas	10139
30001113	40070845	XTVZ-E VII	13	Gas	10139
30001113	40070854	XTVZ-E VIII	13	Gas	10139
30001114	40070877	APES-G I	2016	Barren	10135
30001114	40070879	APES-G II	2016	Barren	10135
30001114	40070881	APES-G III	2015	Lava	10133
30001114	40070883	APES-G IV	2016	Barren	10135
30001114	40070886	APES-G V	2016	Barren	10135
30001114	40070889	APES-G VI	11	Temperate	10136
30001114	40070892	APES-G VII	13	Gas	10139
30001114	40070907	APES-G VIII	2017	Storm	10134
30001114	40070918	APES-G IX	2014	Oceanic	10142
30001114	40070920	APES-G X	12	Ice	10137
30001115	40070924	B2J-5N I	2015	Lava	10133
30001115	40070925	B2J-5N II	2016	Barren	10135
30001115	40070927	B2J-5N III	2015	Lava	10133
30001115	40070928	B2J-5N IV	2016	Barren	10135
30001115	40070932	B2J-5N V	11	Temperate	10136
30001115	40070935	B2J-5N VI	13	Gas	10139
30001115	40070940	B2J-5N VII	11	Temperate	10136
30001115	40070943	B2J-5N VIII	13	Gas	10139
30001115	40070960	B2J-5N IX	13	Gas	10139
30001115	40070990	B2J-5N X	2015	Lava	10133
30001115	40070993	B2J-5N XI	2017	Storm	10134
30001116	40071000	2Z-HPQ I	2015	Lava	10133
30001116	40071002	2Z-HPQ II	2016	Barren	10135
30001116	40071004	2Z-HPQ III	2016	Barren	10135
30001116	40071007	2Z-HPQ IV	13	Gas	10139
30001116	40071014	2Z-HPQ V	13	Gas	10139
30001116	40071020	2Z-HPQ VI	13	Gas	10139
30001116	40071040	2Z-HPQ VII	13	Gas	10139
30001117	40071065	NBW-GD I	2016	Barren	10135
30001117	40071066	NBW-GD II	2015	Lava	10133
30001117	40071068	NBW-GD III	11	Temperate	10136
30001117	40071070	NBW-GD IV	13	Gas	10139
30001117	40071096	NBW-GD V	13	Gas	10139
30001117	40071126	NBW-GD VI	12	Ice	10137
30001118	40071140	YM-SRU I	2015	Lava	10133
30001118	40071142	YM-SRU II	2016	Barren	10135
30001118	40071145	YM-SRU III	2016	Barren	10135
30001118	40071146	YM-SRU IV	2014	Oceanic	10142
30001118	40071147	YM-SRU V	2017	Storm	10134
30001118	40071151	YM-SRU VI	2017	Storm	10134
30001118	40071154	YM-SRU VII	2016	Barren	10135
30001118	40071157	YM-SRU VIII	13	Gas	10139
30001119	40071167	LO5-LN I	2016	Barren	10135
30001119	40071169	LO5-LN II	2016	Barren	10135
30001119	40071171	LO5-LN III	2016	Barren	10135
30001119	40071173	LO5-LN IV	13	Gas	10139
30001119	40071190	LO5-LN V	13	Gas	10139
30001119	40071217	LO5-LN VI	12	Ice	10137
30001119	40071224	LO5-LN VII	12	Ice	10137
30001119	40071230	LO5-LN VIII	12	Ice	10137
30001119	40071235	LO5-LN IX	12	Ice	10137
30001120	40071240	06-70G I	2016	Barren	10135
30001120	40071242	06-70G II	2014	Oceanic	10142
30001120	40071245	06-70G III	2017	Storm	10134
30001120	40071247	06-70G IV	2017	Storm	10134
30001120	40071249	06-70G V	13	Gas	10139
30001120	40071254	06-70G VI	13	Gas	10139
30001120	40071272	06-70G VII	13	Gas	10139
30001120	40071291	06-70G VIII	2016	Barren	10135
30001120	40071294	06-70G IX	2014	Oceanic	10142
30001120	40071300	06-70G X	13	Gas	10139
30001120	40071329	06-70G XI	13	Gas	10139
30001120	40071347	06-70G XII	2016	Barren	10135
30001121	40071351	UYG-YX I	2015	Lava	10133
30001121	40071353	UYG-YX II	2016	Barren	10135
30001121	40071354	UYG-YX III	2015	Lava	10133
30001121	40071355	UYG-YX IV	2016	Barren	10135
30001121	40071357	UYG-YX V	2016	Barren	10135
30001121	40071360	UYG-YX VI	13	Gas	10139
30001121	40071365	UYG-YX VII	13	Gas	10139
30001121	40071382	UYG-YX VIII	13	Gas	10139
30001121	40071388	UYG-YX IX	13	Gas	10139
30001121	40071413	UYG-YX X	11	Temperate	10136
30001121	40071417	UYG-YX XI	2016	Barren	10135
30001121	40071421	UYG-YX XII	13	Gas	10139
30001121	40071443	UYG-YX XIII	2017	Storm	10134
30001121	40071447	UYG-YX XIV	2016	Barren	10135
30001122	40071449	GL6S-2 I	2015	Lava	10133
30001122	40071451	GL6S-2 II	2016	Barren	10135
30001122	40071453	GL6S-2 III	11	Temperate	10136
30001122	40071455	GL6S-2 IV	13	Gas	10139
30001122	40071470	GL6S-2 V	13	Gas	10139
30001122	40071493	GL6S-2 VI	12	Ice	10137
30001123	40071525	RUF3-O I	2016	Barren	10135
30001123	40071527	RUF3-O II	2015	Lava	10133
30001123	40071528	RUF3-O III	2014	Oceanic	10142
30001123	40071530	RUF3-O IV	2016	Barren	10135
30001123	40071532	RUF3-O V	11	Temperate	10136
30001123	40071534	RUF3-O VI	2017	Storm	10134
30001123	40071536	RUF3-O VII	13	Gas	10139
30001123	40071540	RUF3-O VIII	13	Gas	10139
30001123	40071559	RUF3-O IX	2016	Barren	10135
30001123	40071562	RUF3-O X	13	Gas	10139
30001123	40071592	RUF3-O XI	2014	Oceanic	10142
30001124	40071598	C-NMG9 I	2016	Barren	10135
30001124	40071600	C-NMG9 II	13	Gas	10139
30001124	40071605	C-NMG9 III	13	Gas	10139
30001124	40071624	C-NMG9 IV	13	Gas	10139
30001124	40071650	C-NMG9 V	12	Ice	10137
30001125	40071655	P3X-TN I	2015	Lava	10133
30001125	40071657	P3X-TN II	2014	Oceanic	10142
30001125	40071660	P3X-TN III	11	Temperate	10136
30001125	40071662	P3X-TN IV	11	Temperate	10136
30001125	40071666	P3X-TN V	13	Gas	10139
30001125	40071676	P3X-TN VI	2016	Barren	10135
30001125	40071680	P3X-TN VII	13	Gas	10139
30001125	40071699	P3X-TN VIII	13	Gas	10139
30001125	40071729	P3X-TN IX	2016	Barren	10135
30001126	40071733	N6NK-J I	2063	Plasma	10138
30001126	40071734	N6NK-J II	2017	Storm	10134
30001126	40071736	N6NK-J III	2063	Plasma	10138
30001126	40071737	N6NK-J IV	2014	Oceanic	10142
30001126	40071739	N6NK-J V	13	Gas	10139
30001126	40071746	N6NK-J VI	13	Gas	10139
30001126	40071765	N6NK-J VII	2016	Barren	10135
30001126	40071766	N6NK-J VIII	13	Gas	10139
30001126	40071771	N6NK-J IX	12	Ice	10137
30001126	40071775	N6NK-J X	2016	Barren	10135
30001127	40071783	TP-APY I	2015	Lava	10133
30001127	40071784	TP-APY II	2015	Lava	10133
30001127	40071785	TP-APY III	11	Temperate	10136
30001127	40071788	TP-APY IV	11	Temperate	10136
30001127	40071789	TP-APY V	11	Temperate	10136
30001127	40071792	TP-APY VI	13	Gas	10139
30001128	40071797	9NI-FW I	2016	Barren	10135
30001128	40071798	9NI-FW II	2016	Barren	10135
30001128	40071800	9NI-FW III	11	Temperate	10136
30001128	40071802	9NI-FW IV	2017	Storm	10134
30001128	40071805	9NI-FW V	11	Temperate	10136
30001128	40071808	9NI-FW VI	11	Temperate	10136
30001128	40071811	9NI-FW VII	13	Gas	10139
30001128	40071822	9NI-FW VIII	2016	Barren	10135
30001129	40071826	H-EBQG I	2016	Barren	10135
30001129	40071828	H-EBQG II	2015	Lava	10133
30001129	40071829	H-EBQG III	2016	Barren	10135
30001129	40071831	H-EBQG IV	2016	Barren	10135
30001129	40071834	H-EBQG V	2016	Barren	10135
30001129	40071837	H-EBQG VI	13	Gas	10139
30001129	40071862	H-EBQG VII	13	Gas	10139
30001129	40071868	H-EBQG VIII	2014	Oceanic	10142
30001130	40071872	DOA-YU I	2016	Barren	10135
30001130	40071874	DOA-YU II	2016	Barren	10135
30001130	40071875	DOA-YU III	2016	Barren	10135
30001130	40071877	DOA-YU IV	13	Gas	10139
30001130	40071881	DOA-YU V	13	Gas	10139
30001130	40071903	DOA-YU VI	13	Gas	10139
30001130	40071922	DOA-YU VII	13	Gas	10139
30001130	40071953	DOA-YU VIII	13	Gas	10139
30001131	40071983	ZOPZ-6 I	2015	Lava	10133
30001131	40071984	ZOPZ-6 II	2016	Barren	10135
30001131	40071985	ZOPZ-6 III	2016	Barren	10135
30001131	40071988	ZOPZ-6 IV	11	Temperate	10136
30001131	40071990	ZOPZ-6 V	13	Gas	10139
30001131	40071996	ZOPZ-6 VI	11	Temperate	10136
30001131	40071999	ZOPZ-6 VII	13	Gas	10139
30001131	40072011	ZOPZ-6 VIII	2016	Barren	10135
30001131	40072015	ZOPZ-6 IX	2017	Storm	10134
30001132	40072022	863P-X I	2016	Barren	10135
30001132	40072023	863P-X II	2016	Barren	10135
30001132	40072025	863P-X III	2017	Storm	10134
30001132	40072028	863P-X IV	13	Gas	10139
30001132	40072050	863P-X V	2014	Oceanic	10142
30001132	40072053	863P-X VI	13	Gas	10139
30001132	40072081	863P-X VII	13	Gas	10139
30001132	40072086	863P-X VIII	12	Ice	10137
30001133	40072091	ZO-YJZ I	2016	Barren	10135
30001133	40072093	ZO-YJZ II	2015	Lava	10133
30001133	40072094	ZO-YJZ III	11	Temperate	10136
30001133	40072096	ZO-YJZ IV	2015	Lava	10133
30001133	40072098	ZO-YJZ V	2016	Barren	10135
30001133	40072101	ZO-YJZ VI	13	Gas	10139
30001133	40072108	ZO-YJZ VII	13	Gas	10139
30001133	40072115	ZO-YJZ VIII	13	Gas	10139
30001133	40072127	ZO-YJZ IX	13	Gas	10139
30001133	40072166	ZO-YJZ X	11	Temperate	10136
30001134	40072171	6A-FUY I	2015	Lava	10133
30001134	40072173	6A-FUY II	2016	Barren	10135
30001134	40072175	6A-FUY III	2016	Barren	10135
30001134	40072177	6A-FUY IV	2015	Lava	10133
30001134	40072179	6A-FUY V	11	Temperate	10136
30001134	40072182	6A-FUY VI	11	Temperate	10136
30001134	40072184	6A-FUY VII	11	Temperate	10136
